plate,review_reason_code,customer_meaning,reviewer_comments,status
IMNUDY,1,MY FRIENDS CALL ME NUDY INSTEAD OF MY NAME NUTI. ITS ALWAYS MISPRONOUNCED BUT COMES OUT AS NUDY ALL THROUGH HIGH SCHOOL. SO MY NICKNAME IS MATTHEW NUDY,IM NUDE-Y. CUSTOMERS LAST NAME IS NUTI,Y
COPP 17,5,NO MICRO,COPP… CUSTOMER'S LAST NAME,N
ITLNNGR,4,ITS MY HERITAGE. I AM HALF NIGERIAN AND HALF ITALIAN,ITALIAN NIGGER,N
JSKRR69,1,MY INITIALS. ABBREVIATION OF THE CAR AND THE YEAR I WAS BORN.,NO '69 VEHICLE,N
LALA8O5,7,NO MICRO,CUSTOMERS AREA CODE,N
CNG KLR,7,CHRISTOPHER NG'S KLR 650. KAWASAKI KLR 650,KILLER,N
POBOB45,1,NO MICRO,POOR BOB.. B.O.B.,N
89/SMOKR,D,"1989 DODGE CUMMINGS DIESEL, NICK NAME FOR TRUCK","SMOKING, SMOKER",N
GR8/SHOT,D,NOT ON QUICKWEB,"GREAT SHOT, SHOOTING, VIOLENCE",Y
E011110,,,NOT SURE IF THIS IS A LOOK A LIKE. LOOKS LIKE EXEMPT,N
FULMTAL,2,,FULL METAL AS IN GUN,N
OBUM,2,,BUM,N
6 JEFES 5,2,,JEFE BOSS,N
DABLABS,2,,"DAB AS DRUGS, VAPE, OIL",N
ANTHRXX,7,THE GREATEST BAND IN THE WORLD,ANTHRAX THE WHITE PWODER THAT CAN KILL OR THE BAND?,N
CARPORN,1,ANY TYPE OF MEDIA (ESPECIALLY FILM) WHICH EXHIBITS PARTICULARLY EXCESSIVE DEPICTIONS OF CARS,PORN?,N
DDDNUTS,1,LONG STANDING FAMILY HISTORY,NUTS-BALLS?,N
HERS 69,1,FOR A 1969 MGB OWNED BY A ROCKING GAL,"""HER 69"" MARKED UNACCEPTABLE. SHE DOES HAVE A 69 MGB",N
KARR 666,7,KARR TUNING 666 HORSE POWER,666-DEVIL,Y
KILLS49,7,KILLER IS MY NICKNAME AND MY HOTROD IS A 49,KILL-? DOES HAVE A 49 CAR,N
LIKETNA,7,MY DOG IS NAMED TINA AND I REALLY LIKE HER,"""TINA"" IS SLANG FOR CRYSTAL METH. NOT THE PERSONS NAME",N
LTEUMUP,7,"THIS IS A GREAT PLATE THAT HAS 2 MEANINGS, GOING ON OUR 74 DUSTER CAR, MEANS BURN RUBBER, 2ND OUR SON PLAYS COLLEGE FOOTBALL MEANS LIGHT UP THE SCORE BOARD OR BEAT THEM.",LIGHT EM UP- JOINT?,N
M69 JAG,1,MY 1969 JAGUAR,NO 69 CAR,Y
6MOUSE9,1,NICK NAME MOUSE,PULL FOR 69? NO 69 CAR,N
7SATAN9,7,SATAN IS MY NICKNAME AND IT IS GOING ON A 1979 FIREBIRD TRANS AM,SATAN?,Y
# PHIRT,7,THE SOUND OF A WORD MY NEPHEW USE TO SAY WHEN HE JUST STARTED TALKING,HAND FART?,N
TDB4ME,3,TWO DUDES BREWING FOR ME,"URBAN DICTIONARY SAYS ""TO DAMN BAD"" 25 UP 12 DOWN",N
DAM 4WD,3,DAVID ALAN MCCLAFFERTY 4 WHEEL DRIVE,DAMN? IT IS HIS INTIALS DAM,N
FISH BYT,1,FISHING,"""FISHBIT"" IS MARKED UNACCEPTABLE",N
LLOYDIE,7,FIRST NAME,DIE STAND OUT? HIS NAME IS LLOYD,N
MJRSTFY,1,MY NICKNAME,MAJOR STIFFY,N
SKRUGAS,3,WHO NEEDS GAS,SCREW GAS,N
SLPFSHS,7,SLEEP WITH FISH,SLEEP WITH FISHES-FROM GODFATHER WHEN YOUR KILLED AND YOUR BODY IS DUMPED IN THE WATER,N
CAFÉ 65O,7,NO MICRO,"650 BAY AREA, AREA CODE. (NOT CUSTOMER'S)",N
GT 323,7,NO MICRO,CUSTOMER'S AREA CODE,N
CHZYBNR,7,NICKNAME AND ALSO CORPORATION NAME OF FAMILY BUSINESS,CHEESY BEANER,N
DJ GHADI,7,NO MICRO,"GHADI IS AN ARABIC BOYS NAME MEANING EARLY RISER OR TO BE EARLY AND ON TIME… OR GHAD WITH AN ""I"" AT THE END",N
FYRKLLR,7,FIRE FIGHTER,PUTS OUT FIRES. OR KILLS BY FIRE. ON LEGACY PLATE,N
RETRO KL,7,RETRO (BECAUSE WE LIKE OLD THINGS) AND OUR INITIALS: K(ARI) L(ISA),RETRO KILL,N
XL STUFT,1,TACO BELL MENU ITEM,EXTRA LARGE STUFFED. THE ONLY THING THAT SHOWS ON GOOGLE IS TACO BELL BURRITOS,N
A 7O7CAT,7,NO MICRO,707 IS NOR CAL AREA CODE. NOT CUSTOMERS AREA CODE,N
EAT GUTS,7,NO MICRO,???,N
SAMBO 3,4,MY NAME SHORTENED UP,SAMBO AND SAMBO2 ARE MARKED UNACCEPTABLE. CUSTOMER'S NAME IS SAMUEL BOUCHER.,N
C14WPNS,2,THYE FIRST PLATOON I WAS IN DURING MY CAREER IN THE MARINE CORPS,WEAPONS,N
DAB BUS,2,ITS GOING ON A VW BUS AND MY COMPANY NAME HAS BEEN ABBREVIATED,DAB AS IN DRUGS,N
EDS KAT,1,I HAVE A CUSTOM FORD F100 TRUCK IT HAS A PAINTED TIGER FACE ON HOOD WITH STRIPES ON SIDE OF TRUCK. THEREFORE THE KAT,CAT,N
FITETRK,2,FAMILY NAME AND TRUCK,"FIGHT, CUSTOMER LAST NAME IS FITE",N
HLL1CAT,2,DOSGE CHALLENGER HELLCAT,HELL CAT,Y
NWYIOZO,,MY MIDDLE NAME WHICH MEANS THE DAUGHTER OF A GREAT MAN,CAN NOT TRANSLATE,Y
PORNICK,1,FOR TRANSLATION FROM SPANISH NICK(WHICH IS A NAME),PORN NICK,N
1HLKAAT,2,DODGE CHALLENGER SRT HELLCAT,HELL CAT,Y
73SHTBX,2,1973 TRUCK,SHIT BOX,N
OIL UP $,1,ESSENTIAL OILS,OIL UP LOVE,N
K TRAXHO,1,PERSON WITH HONDURAN ORIGIN,TRACKS HOE,N
YOTEKIL,2,,KILL,N
BLUBRCH,2,NAME OF MY HOME DÉCOR BUSINESS,BLUE,Y
OWNDSLV,2,OWNED SLAVE,OWNED SLAVE,N
SIXSIX1,2,,661 AREA CODE,N
SWMR815,2,COMBINATION OF MY INITOALS MODEL OF VEHICLE AND VEHICLE YEAR,815 AREA CODE,Y
1MOBMRS,2,AN AIR FORCE UNIT I WAWS IN AND THE MRS IS FOR MY WIFE,MOB MRS,N
GHST666,2,A SPIRIT THAT CAN BE SEEN,666 DEVIL,Y
DSLXIK,2,,DISLEXIC,Y
ES323AV,7,EASTERN PART OF LOS ANGELES WITH THE LAST TWO LETTERS BEING MY BROTHERS INITIALS WHO PASSED AWAY,323 WEST COVINA/CUSTOMERS AREA CODE,N
HLCAMNO,3,IT STANDS FOR HAPPY EL CAMINO,HELL CAMINO,N
ND2POOP,7,NO MICRO,NEED TO POOP. POOP IS CURRENTLY REGISTERED,N
WAGNMFA,3,"MFA=MUSEUM OF FINE ARTS, PLATE IS FOR MY STATION WAGON","WAGON MAFIA, WAGON MF'A",N
PISSY1,3,MY NEW MERCEDES IS VERY SENSITIVE WITH ALL THE BELLS AND WHISTLES…PISSY.,PISSY,N
JS 424,7,NO MICRO,424 WEST LA AREA CODE,N
M5 KILLA,7,MY OTHER CAR A BMW M5 WITH A V8 ENGINE. THIS CAR IS A PRIUS HYBRID. SO ITS SAYING THAT MY PRIUS IS FASTER THAN MY M5…WHICH IS FUNNY,KILLA,N
TOOKEY,7,NO MICRO,"MANY MEANINGS ON URBAN. ""TOOKEY"" WILLIAMS WAS ONE OF THE FOUNDERS OF THE CRIPS",N
VICLITA,1,SMALL SPANISH STYLE BIKE,CLIT. COULDN’T FIND SPELLING,N
SU C QS,3,NO MICRO,SUCK?,N
BRN BALS,1,NATIONAL FOOTBALL LEAGUE,BROWN BALLS?,N
DOPEFED,7,I HAD A GERMAN SHEPARD POLICE K-9 NAMED DOPEY AND HE JUST PASSED AWAY. IT WOULD MEAN A LOT TO HAVE HIS NAME AND WHO HE WORKED WITH IN REMEMBRANCE,"DOPE-DRUGS, FED- FEDERAL GOVERNEMNT?",N
NPY CHK,4,NAPPY CHICK,NAPPY-OFFENSIVE,N
OFFTHEJ,1,OFF THE HOOK,URBAN DICTIONARY SAYS IT MEANS-TAKE THE DAY OFF TO JACK OFF. ALL THE MEANINGS SAY THAT. 46 UP AND 21 DOWN,Y
TRAQ KLR,7,TRAQ-TRACK. KLR= SUB MODEL OF THE VEHICLE,KILLER?,N
VANDAMN,3,IT'S ON A VAN AND IM A HUGE FAN OF JEAN CLAUDE,DAMN?,N
6JEO D9,1,"SON'S 1ST NAME AND 2ND LETTER INTIAL AND DATE OF BIRTH, SON'S NAME-JEOVANNI DIAZ DATE OF BIRTH 06/09/2002","""JEO"" IS EATEN IN BOSNIA. NO 69 CAR",N
69 SLAB,1,IT'S A 1969 SLAB SIDE LINCOLN CONTINENTAL,NO 69 CAR,N
MJAY53O,7,MY INTIAL AND MY SON'S NAME,530 YOLO COUNTY AREA CODE,N
MS DAANG,3,MUSTANG,DANG /DAMN?,Y
ZMBKLR2,7,ZOMBIE KILLER,KILLER-?,N
ZMBKLR3,7,ZOMBIE KILLER,KILLER-?,N
HEAD PMP,1,"HEAD PUMPERS, ON THE WATER REMOVAL SERVICE",PMP-PIMP?,N
1CHRYBM,1,ONE CHERRY BOMB,CHERRY-VIRGIN.  OR BOMB EXPLOSIVE,N
BONEZ69,1,DAD,NO 69 VERIFIED,N
BS BEAST,3,"THIS IS A LARGE NISSAN NV VAN. OPERATED BY BRENDA, WE CALL HER B FOR SHORT IE, BRENDA'S BEAST.",BULLSHIT BEAST,N
EVIL5OH,5,MY CARS NAME,EVIL POLICE,N
GALXY69,1,1969 FORD GALAXIE 500 CAR,COULDN'T VERIFY 69 VEHCILE.,N
H4NDJO8,1,OLD TIME,HAND JOB,N
LOL 5OH,5,LAUGH OUT LOUD 5.0,LAUGH OUT LOUD POLICE,N
LSXKILA,2,FORD IS BETTER THAN CHEVY,KILLA,N
M NEGRO,4,MONTENEGRO COUNTRY IN EUROPE. M NEGRO.,NEGRO-BLACK IN SPANISH… COULD BE READ AS NEEGRO.. CUSTOMER HAS ANOTHER MONTENEGRO STYLE PLATE,N
MURDR C6,7,I AM YOUR DR C6. C6 IS THE TYPE OF CORVETTE THE CAR IS.,MURDER,N
SHIRO69,1,WHITE MERCEDES AND MY BIRTHDAY YEAR,COULDN'T VERIFY 69 VEHCILE.,N
5 OH FOX,5,5.0 IS THE ENGINE SIZE. FOX IS THE CHASSIS NAME. 5.0 FOX.,POLICE FOX…POLICE HOTTIE?,Y
51OAGNT,7,"I AM A REALTOR AGENT IN 510, (SAN FRANCISCO EAST BAY)","510, CUSTOMER'S AREA CODE",N
BEVBOX,3,STORE NAME,BOX… BEV'S BOX?,N
RUTKILR,7,I HAVE BEEN IN A RUT (DEPRESSION). THIS TRUCK HAS GOTTEN ME OUT OF MY RUT.,RUT KILLER.. KILLS THE RUT THAT YOU'RE STUCK IN? PULLED FOR KILLER,N
RUT KLR,7,SAME AS ABOVE,SAME AS ABOVE,N
LSX ETR,7,LSX STANDS FOR CHEVY MOTORS SO IT MEANS ATE YOUR CHEVY.,CAR EATER…SAYING HIS CAR IS BETTER THAN ANOTHER..,N
REPN415,7,REPRESENTING THE 415 AREA CODE,415 IS CUSTOMER'S WALNUT CREEK AREA CODE,N
SHIKSSA,4,YIDDISH NAME FOR NON JEWISH WOMAN,"DICTIONARY.COM SAYS ""OFTEN USED WITH DISPARAGING INTENT"" ABOUT A NON JEWISH GIRL.",N
SHT KCR,3,"SHOT KICKER, A SOCCER TERM",SHIT KICKER,N
SZRSSUK,7,SEIZURES SUCK. EPILEPSY AWARENESS FOR MY CHILDREN,PULLING FOR SUCK,N
P85NKLA,7,"P85 IS THE MODEL, NKLA REFERS TO NIKOLA TESLA, THUS P85NKLA",KILLA. COULDN'T VERIFY CUSTOMER OWNS A TESLA.,N
SUKHV1R,7,MY HUSBANDS NAME,SUKHVIR IS MARKED UNACCPTABLE,N
$V TRIGG,2,,TRIGG AS IN TRIGGER,Y
JNBKOON,2,,COON,N
KING 626,2,,626 AREA CODE,N
SATNKTY,1,,SATIN KITTY,N
BLU MJK,3,blue magic,blue magic is slang for heroin,N
BUD 1965,3,pets name and year of vehicle,bud can mean marijuana,N
CANABCH,3,"name of my company: cannabeach, llc",cannabeach is a medical marijuana delivery service,N
DAB BUG,3,dab is bad backwards and it’s a bug,"dabs=bho=butane hash oil, smokable marijuana oil",N
DZ55NTZ,1,55 is favorite number. Has 5 kids that make him nuts,these nuts,N
G8A,1,name,"G ate A, his name is Gal Asher though, so it's his initials without the 8",N
LOSR KDS,2,no quickweb,loser kids or lose your kids,N
LRTD8O5,2,abbreviation for let's ride trackdays 805 is area code,805 area code for Santa Barbara,N
PSYC OP,5,medical helper,"psychological operations, CIA",N
QUIK ATK,2,quick attack (pokemon reference),ATTACK,N
SCHWEED,3,family nickname,weed=marijuana,N
SK LAST1,1,my name is scott klein and I don’t plan on getting married or having kids and im the last of my family so I thought this was fitting.,SUCK? Name is Scott Klein,N
69L46C3,1,for my 1969 L46 corvette. Third gen c3,"no 69 on ani, L46 is a corvette",N
916STYL,2,sacramento style,"area code, they live in Roseville",N
MRTLOCO,,no quickweb,MR. T (Tony) is crazy (loco),Y
BO$B1ES,1,for the cause of cancer,BOOBIES,N
$ DAMQ,3,no quickweb,pulled for dam (damn) but its probably her initials,N
BRZZRZ,1,nickname of my car,"Urban Dictionary says brazzer is an Irish word for prostitute, Google search shows its also the name of a porn site",N
RDTANG,2,road mustang,red?,N
GORRLA,2,this is the nickname for my jeep gorilla,"as in guerrilla, meaning soldiers… vet plate (no jeep on ani)",N
KAJOBX,1,no quickweb,no box car,N
BL8ZE 1T,3,nick name,"blaze it has drug connotation, no chevy blazer",N
BOHO GYP,2,no quickweb,"gyp can be offensive, meaning to swindle and short for gypsy. Ani shows a few cars, one is a jeep maybe that is meaning?",Y
BULTAKO,1,bultaco motorcycles,taco=female anatomy… google says Bultaco is a type of motorcycle made in Spain. Ani doesn’t show one,N
DJ996C4,2,no quickweb,"C4 is an explosive, no corvette on ani",Y
KWAFNST,3,no quickweb,effin,N
VW 666,4,I like the number 6,666,Y
WOODYYZ,1,name,no woody car has 2015 chevy p/y but his last name is Woodard,N
2O9 NERD,2,it means that im a nerdy guy that lives in the 209 area code,stockton area code,N
8 UILANI,1,no quickweb,ate you Ilani,N
BOMBER5,2,low bomber style motor cycle,bomb,N
ILLEGAL,2,in honor of my grand father who practiced criminal law and always replied illegal when asked how he was doing,illegal could be a term of contempt…,N
JANADAM,3,my kids names,damn or Jan and Adam,Y
805SLO,7,NO MICRO,805-TEMPLETON AREA CODE OR CAN BE PULLED FOR LOOK A LIKE,N
DAGOLIFE,4,SAN DIEGO LIFE,DAGO-RACIAL SLUR TOWARDS ITALIANS,N
JSBLAZN,7,JUST BLAZEN,BLAZING CAN BE SLAND FOR LIGHT UP A JOINT,N
NKKBRKR,4,NECK BREAKER (SHOW STOPPER),NECK BREAKER?,N
LICKBLZ,1,I OWN A COMPANY THAT MANUFACTURES BALLS.,LICK BALLS,N
SMOK ONE,7,open rear differential-spin on tire,Joint?,N
SSMOKN1,7,SUPER SPORT TRAILBLAZER,SMOKING 1-JOINT?,N
GRMRNZI,4,"IM A SUNTAX PROFESSOR, IT MEANS GRAMMAR NAZI","I SEE ""GERMAN NAZI""",N
PDBLULN,5,POLICE DEPARTMENT BLUE LINE WHICH REPRESENTS FALLEN OFFICERS,PD-POLICE DEPT. BLUE LINE,N
CHUBS69,1,MY SONS NICKNAME AND YEAR OF CAR,NO '69 VEHICLE VERIFIED,N
FILS 442,7,NO MICRO,442 AREA CODE. ON OF THE AREA CODES THAT RUNFROM KERN COUNTY DOWN TO SAN DIEGO COUNTY,N
JARA 69,1,NO MICRO,NO '69 VEHICLE VERIFIED,N
MB MFIA,7,"MISION BEACH, MULTIFAMILY INVESTMENT ADVISORS",MB MAFIA,N
MTNBUCK,1,MOUNTAIN BUCK,"MOUTING BUCK, OWNERS LAST NAME IS BUCK",Y
TTE9OTT,1,NAME AND CAR MODEL,TT..CUSTOMERS NAME IS NOT IN PLATE CONFIGURATION,Y
5IV OOH,5,5.0 MUSTANG,POLICE,N
65O BOYS,7,MY DIRT BIKE RACING TEAM NAME,CUSTOMERS SAN MATEO AREA CODE,N
916 CHIC,7,BORN IN SACRAMENTO,CUSTOMERS'S AREA CODE,N
SKA69,1,NO MICRO,NO '69 VEHICLE VERIFIED,N
DTRTBLU,7,DETROIT BLUE,BLUE.. DETROIT BLUE..LIONS?,Y
N8 BOMB,7,"NATEBOMB ""NICKNAME""",NATE BOMB IS A NICKNAME.. PULLED FOR BOMB,N
REDRUM 8,7,NICKNAME FOR MY RED SOFTBALL BAT PLUS MY JERSEY NUMBER,MURDER,N
11 ASUL,7,NO MICRO,BLUE IN SPANISH. AZUL,Y
BLUE RK,7,BLUE ROAD KING,BLUE,Y
KWEEN BE,3,QUEEN BEE,QUEEN B,N
BLZ BIRD,1,NO MICRO,BLUES OR BALL?,Y
BUULITT,7,NO MIRCO,"BULLET? HE DOES HAVE A 2008 FORD SO IT COULD BE A REMAKE OF THE OLD ""BULLET"" CAR",N
NAZ64,4,NO MICRO,NAZ-NAZI? NO 64 CAR,N
144SNUF,7,NO MICRO,"SNUF IS A MOBSTER TERM TO KILL SOMEONE. ""SNUF"" IS CURRENT",N
CNOTT69,1,"INTIAL OF FISRT NAME, AND FIRST FOUR LETTERS OF LAST NAME AND YEAR OF VEHICLE",NO 69 CAR ON RECORD,N
DBLNUTS,1,DOUBLE CRAZY,NUTS CAN BE BALLS OR TO CUM PER URBAN DICTIONARY,N
DETH NGL,7,DETHNGL,DEATH? IT IS A BAND IN CONCORD,N
ELSV619,7,EL SALVADOR PLACE THAT I WAS BORN. 619 SAN DIEGO AREA CODE,619 SAN DIEGO AREA CODE,N
KPTHWDY,1,KAPITAN WOODY,KEEP THE WOODY- WOODY IS A HARD ON,N
3FST5ME,1,I LOVE MEMES,FIST?,N
626F8FL,7,"THIS IS A TRIBUTE TO MY 49ERS FAN CHAPTER…THE NAME OF MY CHAPTER ""626 FAITHFUL"" WHICH IS PART OF THE NINER EMPIRE.",626 IS HACIENDA HGTS AREA CODE WHERE THEY LIVE,N
8O5 DUCE,7,NO MICRO,805 GOLETA AREA CODE WHERE THEY LIVE,N
EG OKI,4,ERIMI GARDUNO OKINAWA,VET PLATE. OKI- LIKE OKIE RACIAL SLUR,Y
DRT KILR,7,FORD RAPTOR OFF ROAD TRUCK,KILLER?,N
KIL MODE,7,THIS IS MY NICKNAME AT THE GYM,KILL MODE?,N
TAJMOHO,1,"CROSS BETWEEN ""TAJ MAHAL"" AND ""MOHO"" THE ABBREVIATION FOR MOTORHOME. IT WILL GO ON A MOTORHOME",HO-WHORE.  NO MOTORHOME ON RECORD,Y
LVBLOJB,1,I LOVE WATCHING MY COUSIN BECCA LYNN OLIVER PLAY JUNIOR VARSITY BASKETBALL,LOVE BLOW JOB,N
SICSHIT,3,AWESOME BIKE,SICK SHIT,N
AYMHYER,2,AIM HIGHER,AIM HIGHER,N
BEATNGQ,2,"BE EATING YOU FROM THE MOVIE JEEPERS CREEPERS. WE OEN THE ACTUAL MOVIE TRUCK, PLEASE APPROVE THIS  BEATNGU IS ALREADY BEING USED",LOOKS LIKE BEATING YOU,N
BLUE LS3,2,COLOR OF CAR ANF THE MOTROR NAME BY CHEVY,BLUE,Y
BSANDKC,2,BILL SLIKY LIKE KAMI COTLER,BS BULLSHIT,N
BSMOKEY,2,SMOKEY THE BEAR CHARACTER,BE SMOKEY,N
CATSGTO,1,CATHIES GTO,CATS,Y
DR KLLEN,2,NICKNAME,DR KILLEN(KELLEN IS THE CUSTOMER NAME),N
DRTBAGJ,2,NICKNAME FROM COLLEGE BALL,DIRT BAG J OR DR T BAG J,N
DUK BUDR,1,DUCK BUTTER,DUCK BUTTER,N
EVIL WAR,2,NICKNAME,WAR,Y
EWE JUBU,2,EQUALITY WITHOUT EXCEPTION JUST YOU BE YOU,JUBU IS SHORT FOR A JEW WHO PRACTICES BUDHISM,Y
F32 BMR,2,F32 IS THE VHASSIS CODE FOR THIS VEHICLE BMR IS SHORT FOR BIMMER WHICH MEAN BMW CAR BRAND,F32 BOMBER,N
GO 4 PYRO,2,OUR FAMILY HAS 3 GENERATIONS OF PYROTECHNIC OPERATORS AND HAVE BEEN SHOOTING FIREWORKS FOR MORE THAN HALF A DECADE,PYRO  FIRE,N
GP323,2,MY CAR MODEL AND NUMBER,323 AREA CODE,N
HELCCAT,2,WITH LOVE FROM MY FAVORITE PET CAT,HELL CAT,N
HOSTILE,2,DESCRIPTION OF THE CAR,HOSTILE,N
KOPPERZ,5,LOS ANGELES SHRINERS PRADE UNIT,COPS,N
LUKY CAT,1,MY FIRST PETS NAME IT WAS A DOG LOL I WAS 7 WHAT CAN I SAY,CAT,N
MEHRPOO,2,MY WIFES NAME,POO,N
NWMOCAT,1,NORTHWEST MISSOURI UNIVERSITY BEARCATS,CAT,N
O2ROUF,2,,420 SPELLED BACKWARDS,N
REG RIOT,2,NICKNAME,RIOT,N
SCAT2NV,2,FOR A 2015 DODGE CHALLENGER SCAT PACK TO ENVY,SHIT TO ENVY SCAT MEANS FECES,N
TL 408,2,408 IS THE TERM FOR AN AMBULANCE TL IS FOR THE TENDERLOIN DISTRICT WHERE I WORK AS A SF CITY PARAMEDIC,408 AREA CODE,N
TOROJO,2,TOROROJO(RED BULL),ROJO MEANS RED,Y
XKR KAT,1,THIS CAR IS A JAGUAR XKR MODEL KAT INSTEAD OF CAT WHICH IN NOT AVAILABLE,KAT,Y
ZAYUM,2,IT IS AN EXPRESSION,SLANG FOR DAMN,N
52 GNNR,2,IT MEANS TOW GUNNER WHICH IS THE US MARINE MOS 0352,GUNNER,N
55SMOKR,2,55 CHEVY SMOKERS CAR CLUB,SMOKER,Y
6SATAN6,2,HOCKY PLAYER,SATAN,Y
707 GATO,2,707 HORSPOWER CAT IN SPANISH,707 AREA CODE GATO MEANS CAT,N
911 BE16,5,PORSCHE 911 2016 BLAKC EDITION,911,N
911 MK5,5,PORSCHE 911 MARK 5 (5TH GENERATIONS 911),911,Y
911 MK7,5,PORSCHE 911 MARK 7 7TH GENERATION PORSCHE 911 ABBREVIATED,911,Y
KXKXKX,1,COOL DESIGN,KKK XXX.. KKK KLU KLUTZ KLAN XXX PORN,N
BLUE POP,2,BLUE FIAT POP MODEL,BLUE,N
CUZTRUK,2,CAUSE TRUCK,CUZ AS IN CRIP,N
KAT KARE,2,CAT CARE PET SITTING,KAT,N
KAWTURD,2,POWERED BY KAWASAKI MOTORS,LOOKS LIKE COW TURD,N
911 BAY B,5,FOR A 911 PORSCHE FEMALE OWNER,911,N
MY 62POS,2,,POS PIECE OF SHIT,N
2VIOLNT,2,,VIOLENT,N
COLTM45,2,,COLT 45 GUN,N
WTF4MEE,3,WHAT THE FORCE FOR ME,WTF,N
BLULN73,5,THIN BLUE LINE PRO LAW ENFORCEMENT. 73 LUCKY NUMBER,"BLUE LINE, LAW ENFORCEMENT",Y
FLY G65O,7,I'M A G65O PILOT (GULF STREAM 650),BAY AREA AREA CODE. NOT CUSTOMERS AREA CODE,N
POO MNY,7,PLUMBING CONTRACTOR HOW I MAKE MY MONEY,POO MONEY,N
RID RDYE,7,NO MICRO,RIDE OR DIE. CUSTOMER'S LAST NAME IS DYE,N
UTOO PID,7,NO MICRO,YOU STUPID,N
C69GLID,1,NO MICRO,NO 69 VEHICLE FOUND,N
STPDBKR,2,no quickweb,stupid biker,N
STY F8ED,3,no quickweb,"stay faded, faded=high",N
TAKOS,1,alternate tacos spelling,taco=female anatomy,N
TMY TCO,1,tommy taco,taco=female anatomy,N
68BL ITT,2,68 mustang,"bullet, ani only shows 2015 Ford UT, so it's not a Mustang (like from the movie Bullit)",Y
69AMX XX,1,for my 1969 amx other variations were not available,"no 69 on ani, also xxx=porn",N
8OXXX8O,1,"1991-1997 toyota land cruisers are called 80 series and the x's mean triple locking differencials, front center and rear. It's an off road feature",xxx=porn,N
AREDHEL,3,the white lady of noldor-will define the new vehicle I have ordered but will not be available for a couple months and all forms of shadowfax was already unavailable,a red hell,Y
DJ BUSH,1,no quickweb,bush=pubic hair. It is his last name,N
LOKNLWD,2,lock and load,gun reference,N
MY ZANEX,3,my car is my stress relief,xanax= a prescription drug,N
NYATYOU,2,no quickweb,pulled because of 'you' … not you?,N
SLK4KLS,2,slk is the model of the car and kls stands for ken and lupita smith,kills,N
S 4PLAAA,1,no quickweb,foreplay,N
RDE HELL,3,no quickweb,Hell (motorcycle plate),Y
AHUEVOO,,"HOMAGE TO MY COLLEGE AND MENTOR, ALEXANDER HUE VOO…",JUEVOS MEANS EGGS SLANG FOR TESTICLES,N
DRTY NVA,,NICKNAME FOR MY UGLY PAINTED NOVA,DIRTY,N
EATSPLR,,THE LOVE OF FOOD AND TRAVEL TO THE TRAVERL WORLD EXPLORING AND EATING THE FOODS OF THE WORLD,EAT,N
GATTO,,CAT IN SPANISH,GATO MEANS CAT,N
GOON RJK,,"COMBINATION OF MY FAVORITYE PROFESSIONAL SOCCER TEAM, ARSENAL AND TEAM NAME AND THE MODEL TYPE OF MY JEEP WRANGLER WHICH IS REFERRED TO AS A JK MODEL",GOON THUG,N
HAWTWOD,,LIKE MY 2 YEAR OLD SON SAYS HOT ROD,WOD IS ANOTHER TERM FOR MALE SPERM,N
H MIFIA,,HEILITE CAMPING FRIENDS,LOOKS LIKE MAFIA,N
ILLGATO,,SICK CAT,SICK CAT,N
LOVE 666,,LOVE AND NO LOVE,666 DEVIL,Y
RDNKCJN,,,RED NECK CAJUN,N
SHTJEEP,,MY MOTHER IS NOT A FAN OF THIS VEHICLE SO THE LICVENSE PLATE STANDS FOR SOMEONE TO  HATES THIS JEEP,SHIT,N
6T3 CAT,,1963 WILDCAT,CAT,Y
63 KITTY,,1963 WILD CAT,KITTY CAT,N
CSI LAW,,CSI MAJOR LAW ENFORCEMENT,CRIME SCENE INVESTIGATION,N
IM SPTN,,I AM SPARTAN,IM SPITTIN,N
CHUBBUS,,OUR DOG IS NAMED CHUBBY CHECKER,CHUB AS IN CHUBBY BUS,N
HDSCIKO,,CAR CLUB,PSYCHO,N
JEWJTSU,,IM JEWISH AND I PRACTICE JIU JITSU,JEW… JIUJITSU,N
JJAR HED,,JARHEAD IS A NAME FOR US MARINES I WAS IN THE MARINES FOR 20 YEARS.,SLANG DEROGATORY ERM USED BY CIVILIANS FOR MARINES,Y
LEZBTRN,,,LOOKS A LITTLE LIKE LESBIAN,Y
SICKS66,,PERSONAL IDENTITY PERSONAL MAKE UP ARTIST ALIAS,666 DEVIL,Y
UGLY AMR,,,UGLY,N
4EKAM,,,FREAKEM,N
TIVUM U,,BACKWARDS FOR U MUVIT OR YOU MOVE IT,YOU MOVE IT BACKWARDS,N
HAGAR JP,2,NO MICRO,"JP-JAP RACIAL SLUR, NO JEEP ON RECORD",Y
SUZIE RX,9,NO MICRO,RX-DRUGS? SUSAN IS HER NAME,Y
BLKMDWF,2,BLACK MIDWIFE,BLACK MIDWIFE?,Y
CAR7EL,9,MY 7TH CAR,CARTEL SOMEONE WHO SALES DRUGS. HE HAS 3 CARS.,N
CHGR9O9,8,CHARGERS FOOTBALL TEAM AND 9O9 AREA CODE,909 LA AREA CODE,N
D25O522,6,GRAND DAUGHTERS BIRTHDAY,"WAS A OLD ""TIN"" NUMBER",N
MELPLAS,3,ME LA PELAS,"ME LA PELAS IN MEXICAN SLAND IT MEANS ""YOU AIN'T SHIT""",N
